,OrderWeek,Segment,City,State,Region,SubCategory,Discount
4338,48,Home Office,Los Angeles,California,West,Paper,NO
4339,34,Consumer,Franklin,Tennessee,South,Paper,YES
4340,12,Consumer,Portage,Indiana,Central,Art,NO
4341,50,Consumer,Arlington,Virginia,South,Storage,NO
4342,11,Consumer,San Francisco,California,West,Binders,YES
4343,11,Consumer,San Francisco,California,West,Phones,YES
4344,11,Consumer,San Francisco,California,West,Accessories,NO
4345,11,Consumer,San Francisco,California,West,Accessories,NO
4346,37,Consumer,New Rochelle,New York,East,Chairs,YES
4347,37,Consumer,New Rochelle,New York,East,Furnishings,NO
4349,47,Consumer,Mesa,Arizona,West,Storage,YES
4350,15,Consumer,Lancaster,Ohio,East,Storage,YES
4351,15,Consumer,Lancaster,Ohio,East,Accessories,YES
4352,49,Consumer,Stockton,California,West,Phones,YES
4353,49,Consumer,Stockton,California,West,Paper,NO
4356,49,Consumer,Clarksville,Tennessee,South,Art,YES
4357,50,Consumer,Aurora,Illinois,Central,Paper,YES
4359,50,Consumer,Aurora,Illinois,Central,Chairs,YES
4360,20,Corporate,Warwick,Rhode Island,East,Paper,NO
4361,7,Consumer,Lafayette,Louisiana,South,Phones,NO
4362,20,Consumer,Fargo,North Dakota,Central,Art,NO
4363,20,Consumer,Fargo,North Dakota,Central,Art,NO
4364,20,Consumer,Fargo,North Dakota,Central,Storage,NO
4365,20,Consumer,Fargo,North Dakota,Central,Fasteners,NO
4367,37,Consumer,Chicago,Illinois,Central,Fasteners,YES
4368,37,Consumer,Chicago,Illinois,Central,Paper,YES
4369,44,Home Office,Lawrence,Indiana,Central,Binders,NO
4370,44,Home Office,Lawrence,Indiana,Central,Art,NO
4371,44,Home Office,Lawrence,Indiana,Central,Labels,NO
4372,29,Consumer,Elkhart,Indiana,Central,Art,NO
4373,29,Consumer,Elkhart,Indiana,Central,Accessories,NO
4374,46,Corporate,Kent,Ohio,East,Appliances,YES
4375,17,Home Office,San Gabriel,California,West,Furnishings,NO
4376,17,Home Office,San Gabriel,California,West,Appliances,NO
4377,17,Home Office,San Gabriel,California,West,Chairs,YES
4378,49,Home Office,Henderson,Kentucky,South,Envelopes,NO
4379,49,Home Office,Henderson,Kentucky,South,Envelopes,NO
4380,43,Consumer,San Francisco,California,West,Art,NO
4381,43,Consumer,San Francisco,California,West,Tables,YES
4383,30,Consumer,Highland Park,Illinois,Central,Bookcases,YES
4384,30,Consumer,Highland Park,Illinois,Central,Phones,YES
4385,30,Consumer,Highland Park,Illinois,Central,Bookcases,YES
4386,43,Corporate,San Francisco,California,West,Appliances,NO
4387,43,Corporate,San Francisco,California,West,Binders,YES
4388,47,Consumer,New York City,New York,East,Paper,NO
4389,47,Consumer,New York City,New York,East,Bookcases,YES
4390,47,Consumer,New York City,New York,East,Phones,NO
4391,47,Consumer,New York City,New York,East,Art,NO
4392,36,Corporate,Dallas,Texas,Central,Art,YES
4393,36,Corporate,Dallas,Texas,Central,Phones,YES
4394,29,Consumer,Springfield,Ohio,East,Storage,YES
4396,46,Corporate,San Diego,California,West,Phones,YES
4397,28,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
4398,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
4399,11,Consumer,Columbia,Maryland,East,Envelopes,NO
4400,11,Consumer,Columbia,Maryland,East,Appliances,NO
4401,11,Consumer,Columbia,Maryland,East,Furnishings,NO
4402,52,Consumer,Colorado Springs,Colorado,West,Art,YES
4403,36,Consumer,New York City,New York,East,Art,NO
4404,27,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
4405,27,Consumer,Philadelphia,Pennsylvania,East,Storage,YES
4406,46,Corporate,Columbus,Indiana,Central,Paper,NO
4407,46,Corporate,Columbus,Indiana,Central,Paper,NO
4408,46,Corporate,Columbus,Indiana,Central,Binders,NO
4409,19,Home Office,Los Angeles,California,West,Labels,NO
4410,19,Home Office,Los Angeles,California,West,Art,NO
4411,25,Consumer,New York City,New York,East,Paper,NO
4412,25,Consumer,New York City,New York,East,Phones,NO
4413,25,Consumer,New York City,New York,East,Appliances,NO
4414,33,Corporate,Lawrence,Massachusetts,East,Binders,NO
4415,48,Consumer,San Francisco,California,West,Phones,YES
4416,48,Consumer,San Francisco,California,West,Fasteners,NO
4417,14,Consumer,Detroit,Michigan,Central,Binders,NO
4418,51,Consumer,Hamilton,Ohio,East,Furnishings,YES
4420,47,Consumer,Chicago,Illinois,Central,Supplies,YES
4421,10,Consumer,Margate,Florida,South,Art,YES
4422,20,Corporate,Sandy Springs,Georgia,South,Appliances,NO
4423,20,Corporate,Sandy Springs,Georgia,South,Bookcases,NO
4424,20,Corporate,Sandy Springs,Georgia,South,Phones,NO
4425,20,Corporate,Sandy Springs,Georgia,South,Binders,NO
4426,20,Corporate,Sandy Springs,Georgia,South,Phones,NO
4427,38,Corporate,Albuquerque,New Mexico,West,Paper,NO
4428,12,Consumer,Tulsa,Oklahoma,Central,Chairs,NO
4429,37,Consumer,Orange,New Jersey,East,Art,NO
4430,44,Consumer,Henderson,Kentucky,South,Fasteners,NO
4431,44,Consumer,Henderson,Kentucky,South,Art,NO
4432,44,Consumer,Henderson,Kentucky,South,Furnishings,NO
4433,44,Consumer,Henderson,Kentucky,South,Art,NO
4434,44,Consumer,Henderson,Kentucky,South,Tables,NO
4436,18,Consumer,Chicago,Illinois,Central,Art,YES
4438,52,Consumer,Port Arthur,Texas,Central,Paper,YES
4439,52,Consumer,Port Arthur,Texas,Central,Paper,YES
4440,29,Consumer,Westland,Michigan,Central,Accessories,NO
4441,29,Consumer,Westland,Michigan,Central,Storage,NO
4442,29,Consumer,Westland,Michigan,Central,Art,NO
4443,29,Consumer,Westland,Michigan,Central,Paper,NO
4444,46,Home Office,Bloomington,Indiana,Central,Envelopes,NO
4445,46,Home Office,Bloomington,Indiana,Central,Paper,NO
4446,46,Home Office,Bloomington,Indiana,Central,Binders,NO
4447,46,Home Office,Bloomington,Indiana,Central,Storage,NO
4448,25,Consumer,Los Angeles,California,West,Furnishings,NO
4449,25,Consumer,Los Angeles,California,West,Paper,NO
4450,25,Consumer,Los Angeles,California,West,Envelopes,NO
4451,27,Consumer,San Francisco,California,West,Furnishings,NO
4452,27,Consumer,San Francisco,California,West,Envelopes,NO
4453,27,Consumer,San Francisco,California,West,Bookcases,YES
4454,27,Consumer,San Francisco,California,West,Storage,NO
4455,36,Home Office,San Francisco,California,West,Chairs,YES
4456,36,Home Office,San Francisco,California,West,Binders,YES
4457,32,Consumer,San Jose,California,West,Paper,NO
4458,11,Consumer,Denver,Colorado,West,Supplies,YES
4459,39,Home Office,Aurora,Colorado,West,Furnishings,YES
4460,39,Home Office,Aurora,Colorado,West,Storage,YES
4461,39,Home Office,Aurora,Colorado,West,Accessories,YES
4463,39,Home Office,Aurora,Colorado,West,Paper,YES
4464,39,Home Office,Aurora,Colorado,West,Appliances,YES
4465,32,Corporate,Boise,Idaho,West,Binders,YES
4466,47,Consumer,New York City,New York,East,Art,NO
4467,47,Consumer,New York City,New York,East,Envelopes,NO
4468,47,Consumer,New York City,New York,East,Bookcases,YES
4469,47,Consumer,New York City,New York,East,Paper,NO
4470,19,Corporate,Philadelphia,Pennsylvania,East,Chairs,YES
4471,39,Home Office,Mentor,Ohio,East,Chairs,YES
4472,39,Home Office,Mentor,Ohio,East,Accessories,YES
4473,39,Home Office,Mentor,Ohio,East,Tables,YES
4474,39,Home Office,Mentor,Ohio,East,Paper,YES
4475,39,Home Office,Mentor,Ohio,East,Furnishings,YES
4476,39,Home Office,Mentor,Ohio,East,Paper,YES
4477,42,Consumer,Lawton,Oklahoma,Central,Storage,NO
4478,42,Consumer,Lawton,Oklahoma,Central,Tables,NO
4479,13,Consumer,New York City,New York,East,Paper,NO
4480,44,Consumer,Los Angeles,California,West,Fasteners,NO
4481,44,Consumer,Los Angeles,California,West,Appliances,NO
4483,44,Consumer,Los Angeles,California,West,Paper,NO
4484,44,Consumer,Los Angeles,California,West,Binders,YES
4485,44,Consumer,Los Angeles,California,West,Paper,NO
4486,44,Consumer,Los Angeles,California,West,Paper,NO
4488,36,Home Office,Houston,Texas,Central,Supplies,YES
4490,33,Consumer,Los Angeles,California,West,Tables,YES
4491,49,Consumer,Columbus,Ohio,East,Copiers,YES
4492,49,Consumer,Columbus,Ohio,East,Furnishings,YES
4493,49,Consumer,Columbus,Ohio,East,Paper,YES
4494,49,Consumer,Columbus,Ohio,East,Chairs,YES
4495,24,Consumer,Los Angeles,California,West,Bookcases,YES
4496,24,Consumer,Los Angeles,California,West,Paper,NO
4498,47,Corporate,San Francisco,California,West,Paper,NO
4499,14,Corporate,Bakersfield,California,West,Paper,NO
4500,14,Corporate,Bakersfield,California,West,Binders,YES
4501,27,Corporate,Houston,Texas,Central,Paper,YES
4502,27,Corporate,Houston,Texas,Central,Fasteners,YES
4503,52,Home Office,Los Angeles,California,West,Phones,YES
4504,52,Home Office,Los Angeles,California,West,Appliances,NO
4505,52,Home Office,Los Angeles,California,West,Accessories,NO
4506,52,Home Office,Los Angeles,California,West,Phones,YES
4507,52,Home Office,Los Angeles,California,West,Storage,NO
4508,52,Home Office,Los Angeles,California,West,Furnishings,NO
4509,21,Consumer,Los Angeles,California,West,Tables,YES
4510,45,Corporate,Springfield,Missouri,Central,Furnishings,NO
4511,45,Corporate,Springfield,Missouri,Central,Binders,NO
4513,36,Consumer,Houston,Texas,Central,Storage,YES
4514,43,Consumer,Hampton,Virginia,South,Chairs,NO
4515,42,Home Office,Tulsa,Oklahoma,Central,Art,NO
4516,37,Consumer,Seattle,Washington,West,Paper,NO
4517,37,Consumer,Seattle,Washington,West,Binders,YES
4518,38,Consumer,San Francisco,California,West,Art,NO
4519,23,Corporate,Jacksonville,Florida,South,Storage,YES
4520,8,Corporate,Richmond,Indiana,Central,Accessories,NO
4521,8,Corporate,Richmond,Indiana,Central,Furnishings,NO
4522,8,Corporate,Louisville,Colorado,West,Fasteners,YES
4523,44,Consumer,New York City,New York,East,Labels,NO
4524,44,Consumer,New York City,New York,East,Furnishings,NO
4525,29,Home Office,Rome,New York,East,Phones,NO
4526,29,Home Office,Rome,New York,East,Paper,NO
4527,29,Home Office,Rome,New York,East,Furnishings,NO
4528,36,Corporate,Marion,Ohio,East,Accessories,YES
4530,46,Consumer,New York City,New York,East,Chairs,YES
4531,46,Consumer,New York City,New York,East,Storage,NO
4532,41,Home Office,Manteca,California,West,Chairs,YES
4533,41,Home Office,Manteca,California,West,Envelopes,NO
4534,12,Corporate,Los Angeles,California,West,Paper,NO
4535,27,Home Office,Seattle,Washington,West,Furnishings,NO
4536,27,Home Office,Seattle,Washington,West,Binders,YES
4537,27,Home Office,Seattle,Washington,West,Art,NO
4538,27,Home Office,Seattle,Washington,West,Art,NO
4539,9,Corporate,Providence,Rhode Island,East,Phones,NO
4540,9,Corporate,Providence,Rhode Island,East,Tables,YES
4542,13,Consumer,Oklahoma City,Oklahoma,Central,Envelopes,NO
4543,28,Consumer,Chicago,Illinois,Central,Chairs,YES
4544,28,Consumer,Chicago,Illinois,Central,Phones,YES
4545,28,Consumer,Chicago,Illinois,Central,Phones,YES
4547,28,Consumer,Chicago,Illinois,Central,Art,YES
4549,28,Consumer,Chicago,Illinois,Central,Phones,YES
4550,17,Consumer,Manchester,Connecticut,East,Labels,NO
4551,28,Corporate,Los Angeles,California,West,Tables,YES
4552,52,Consumer,San Francisco,California,West,Chairs,YES
4553,52,Consumer,San Francisco,California,West,Paper,NO
4554,8,Consumer,La Crosse,Wisconsin,Central,Binders,NO
4555,13,Consumer,Florence,South Carolina,South,Fasteners,NO
4556,13,Consumer,Florence,South Carolina,South,Storage,NO
4558,1,Corporate,El Paso,Texas,Central,Envelopes,YES
4559,19,Consumer,San Antonio,Texas,Central,Chairs,YES
4560,49,Corporate,Los Angeles,California,West,Envelopes,NO
4561,49,Corporate,Los Angeles,California,West,Phones,YES
4562,49,Corporate,Los Angeles,California,West,Furnishings,NO
4563,39,Home Office,Miramar,Florida,South,Chairs,YES
4564,50,Corporate,Mesa,Arizona,West,Storage,YES
4565,48,Consumer,Fayetteville,North Carolina,South,Appliances,YES
4567,48,Consumer,Fayetteville,North Carolina,South,Paper,YES
4569,16,Home Office,San Jose,California,West,Furnishings,NO
4570,22,Home Office,Wichita,Kansas,Central,Art,NO
4571,22,Home Office,Wichita,Kansas,Central,Binders,NO
4572,29,Home Office,Los Angeles,California,West,Copiers,YES
4573,50,Home Office,Jackson,Michigan,Central,Phones,NO
4574,50,Home Office,Jackson,Michigan,Central,Furnishings,NO
4575,50,Home Office,Jackson,Michigan,Central,Art,NO
4576,50,Home Office,Jackson,Michigan,Central,Storage,NO
4577,15,Consumer,Lewiston,Idaho,West,Binders,YES
4578,24,Home Office,Hampton,Virginia,South,Binders,NO
4580,31,Corporate,Hattiesburg,Mississippi,South,Accessories,NO
4581,38,Home Office,Philadelphia,Pennsylvania,East,Furnishings,YES
4582,23,Consumer,Philadelphia,Pennsylvania,East,Labels,YES
4583,34,Corporate,Los Angeles,California,West,Art,NO
4584,44,Home Office,Danville,California,West,Envelopes,NO
4585,44,Home Office,Danville,California,West,Art,NO
4586,44,Home Office,Danville,California,West,Binders,YES
4587,44,Home Office,Danville,California,West,Fasteners,NO
4588,44,Home Office,Danville,California,West,Furnishings,NO
4589,44,Home Office,Danville,California,West,Storage,NO
4590,52,Corporate,Los Angeles,California,West,Supplies,NO
4591,52,Corporate,Los Angeles,California,West,Phones,YES
4592,52,Corporate,Los Angeles,California,West,Chairs,YES
4593,52,Corporate,Los Angeles,California,West,Appliances,NO
4594,52,Corporate,Los Angeles,California,West,Tables,YES
4595,52,Corporate,Los Angeles,California,West,Art,NO
4596,49,Home Office,Washington,District of Columbia,East,Art,NO
4597,35,Home Office,Milwaukee,Wisconsin,Central,Supplies,NO
4598,35,Home Office,Milwaukee,Wisconsin,Central,Appliances,NO
4599,29,Home Office,Baltimore,Maryland,East,Chairs,NO
4600,29,Home Office,Baltimore,Maryland,East,Envelopes,NO
4601,29,Home Office,Baltimore,Maryland,East,Fasteners,NO
4602,22,Home Office,Jacksonville,North Carolina,South,Paper,YES
4603,22,Home Office,Jacksonville,North Carolina,South,Paper,YES
4604,22,Home Office,Jacksonville,North Carolina,South,Envelopes,YES
4605,22,Home Office,Jacksonville,North Carolina,South,Accessories,YES
4606,22,Consumer,Rochester,New York,East,Phones,NO
4607,22,Consumer,Rochester,New York,East,Storage,NO
4608,22,Consumer,Rochester,New York,East,Binders,YES
4609,22,Consumer,Rochester,New York,East,Paper,NO
4610,45,Consumer,Oceanside,California,West,Furnishings,NO
4611,3,Corporate,Gulfport,Mississippi,South,Binders,NO
4612,52,Consumer,Jacksonville,Florida,South,Art,YES
4613,52,Consumer,Jacksonville,Florida,South,Paper,YES
4615,36,Home Office,Houston,Texas,Central,Fasteners,YES
4616,36,Corporate,Houston,Texas,Central,Accessories,YES
4617,39,Home Office,Everett,Massachusetts,East,Phones,NO
4618,39,Home Office,Everett,Massachusetts,East,Chairs,NO
4619,51,Home Office,Los Angeles,California,West,Copiers,YES
4620,51,Home Office,Los Angeles,California,West,Binders,YES
4621,41,Corporate,Wilmington,Delaware,East,Storage,NO
4622,36,Consumer,Columbia,Tennessee,South,Supplies,YES
4623,36,Consumer,Columbia,Tennessee,South,Paper,YES
4624,36,Consumer,Columbia,Tennessee,South,Storage,YES
4625,36,Consumer,Columbia,Tennessee,South,Furnishings,YES
4626,45,Corporate,New York City,New York,East,Storage,NO
4627,45,Corporate,New York City,New York,East,Storage,NO
4628,45,Corporate,New York City,New York,East,Art,NO
4629,45,Corporate,New York City,New York,East,Storage,NO
4630,42,Consumer,Mount Pleasant,Michigan,Central,Furnishings,NO
4631,31,Consumer,San Francisco,California,West,Labels,NO
4632,31,Consumer,San Francisco,California,West,Furnishings,NO
4633,34,Corporate,San Francisco,California,West,Bookcases,YES
4634,34,Corporate,San Francisco,California,West,Storage,NO
4635,10,Corporate,San Francisco,California,West,Storage,NO
4636,17,Consumer,Los Angeles,California,West,Art,NO
4637,17,Consumer,Los Angeles,California,West,Art,NO
4638,17,Consumer,Los Angeles,California,West,Art,NO
4639,36,Consumer,Newport News,Virginia,South,Copiers,NO
4640,36,Consumer,Newport News,Virginia,South,Envelopes,NO
4642,42,Consumer,Fort Collins,Colorado,West,Chairs,YES
4643,31,Consumer,Seattle,Washington,West,Binders,YES
4644,31,Consumer,Seattle,Washington,West,Machines,YES
4645,32,Home Office,New York City,New York,East,Chairs,YES
4646,22,Corporate,Richmond,Virginia,South,Paper,NO
4647,17,Home Office,New York City,New York,East,Chairs,YES
4648,19,Corporate,Seattle,Washington,West,Paper,NO
4649,19,Corporate,Seattle,Washington,West,Supplies,NO
4650,14,Home Office,San Francisco,California,West,Paper,NO
4651,14,Home Office,San Francisco,California,West,Paper,NO
4652,7,Home Office,Perth Amboy,New Jersey,East,Paper,NO
4653,7,Home Office,Perth Amboy,New Jersey,East,Storage,NO
4654,25,Consumer,San Francisco,California,West,Fasteners,NO
4655,19,Corporate,Freeport,Illinois,Central,Storage,YES
4656,18,Consumer,Philadelphia,Pennsylvania,East,Art,YES
4657,18,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
4658,18,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
4659,18,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
4660,18,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
4661,18,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
4662,18,Consumer,Philadelphia,Pennsylvania,East,Storage,YES
4663,37,Consumer,Jacksonville,Florida,South,Labels,YES
4665,38,Consumer,Pembroke Pines,Florida,South,Labels,YES
4666,1,Corporate,Seattle,Washington,West,Furnishings,NO
4667,1,Corporate,Seattle,Washington,West,Accessories,NO
4669,18,Corporate,Fort Worth,Texas,Central,Bookcases,YES
4670,18,Corporate,Fort Worth,Texas,Central,Storage,YES
4671,30,Consumer,Detroit,Michigan,Central,Appliances,YES
4672,30,Consumer,Detroit,Michigan,Central,Phones,NO
4673,30,Consumer,Detroit,Michigan,Central,Phones,NO
4674,30,Consumer,Detroit,Michigan,Central,Furnishings,NO
4675,13,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
4676,11,Consumer,Logan,Utah,West,Binders,YES
4677,11,Consumer,Logan,Utah,West,Storage,NO
4679,11,Consumer,Logan,Utah,West,Storage,NO
4680,11,Consumer,Logan,Utah,West,Binders,YES
4681,28,Consumer,Auburn,New York,East,Fasteners,NO
4682,48,Consumer,Raleigh,North Carolina,South,Phones,YES
4683,35,Corporate,Philadelphia,Pennsylvania,East,Tables,YES
4684,35,Corporate,Philadelphia,Pennsylvania,East,Bookcases,YES
4686,35,Corporate,Philadelphia,Pennsylvania,East,Fasteners,YES
4687,25,Consumer,Richmond,Indiana,Central,Phones,NO
4689,51,Consumer,Tucson,Arizona,West,Furnishings,YES
4690,51,Consumer,Tucson,Arizona,West,Accessories,YES
4691,51,Consumer,Tucson,Arizona,West,Chairs,YES
4692,51,Consumer,Tucson,Arizona,West,Paper,YES
4693,51,Consumer,Tucson,Arizona,West,Paper,YES
4694,51,Consumer,Detroit,Michigan,Central,Binders,NO
4695,51,Consumer,Detroit,Michigan,Central,Chairs,NO
4696,51,Consumer,Detroit,Michigan,Central,Chairs,NO
4697,51,Consumer,Detroit,Michigan,Central,Chairs,NO
4698,51,Consumer,Detroit,Michigan,Central,Furnishings,NO
4699,19,Home Office,Austin,Texas,Central,Art,YES
4700,19,Home Office,Austin,Texas,Central,Storage,YES
4701,19,Home Office,Austin,Texas,Central,Paper,YES
4704,20,Consumer,Waterbury,Connecticut,East,Supplies,NO
4705,20,Consumer,Waterbury,Connecticut,East,Labels,NO
4706,20,Consumer,Waterbury,Connecticut,East,Furnishings,NO
4707,26,Consumer,Los Angeles,California,West,Binders,YES
4708,26,Consumer,Los Angeles,California,West,Storage,NO
4709,26,Consumer,Los Angeles,California,West,Art,NO
4710,26,Consumer,Los Angeles,California,West,Accessories,NO
4712,51,Consumer,Huntsville,Texas,Central,Paper,YES
4714,20,Consumer,Portland,Oregon,West,Phones,YES
4715,20,Consumer,Louisville,Colorado,West,Phones,YES
4716,48,Home Office,Seattle,Washington,West,Tables,NO
4717,50,Consumer,Baltimore,Maryland,East,Art,NO
4718,41,Corporate,San Francisco,California,West,Paper,NO
4719,16,Home Office,Los Angeles,California,West,Storage,NO
4720,16,Home Office,Los Angeles,California,West,Paper,NO
4721,23,Consumer,Aurora,Illinois,Central,Tables,YES
4722,35,Home Office,Seattle,Washington,West,Art,NO
4723,20,Consumer,Athens,Georgia,South,Labels,NO
4725,45,Home Office,Apopka,Florida,South,Appliances,YES
4726,48,Home Office,New York City,New York,East,Storage,NO
4727,48,Home Office,New York City,New York,East,Bookcases,YES
4728,45,Consumer,San Francisco,California,West,Binders,YES
4729,29,Consumer,Dallas,Texas,Central,Accessories,YES
4730,13,Consumer,San Diego,California,West,Paper,NO
4731,13,Consumer,San Diego,California,West,Paper,NO
4732,13,Consumer,San Diego,California,West,Accessories,NO
4733,13,Consumer,San Diego,California,West,Furnishings,NO
4734,14,Corporate,New York City,New York,East,Chairs,YES
4735,24,Home Office,Lewiston,Maine,East,Binders,NO
4736,24,Home Office,Lewiston,Maine,East,Binders,NO
4737,24,Home Office,Lewiston,Maine,East,Accessories,NO
4738,8,Consumer,Long Beach,California,West,Labels,NO
4739,8,Consumer,Long Beach,California,West,Tables,YES
4740,45,Consumer,Seattle,Washington,West,Labels,NO
4741,45,Consumer,Seattle,Washington,West,Art,NO
4742,45,Consumer,Seattle,Washington,West,Supplies,NO
4743,9,Consumer,Rochester,Minnesota,Central,Fasteners,NO
4744,9,Consumer,Rochester,Minnesota,Central,Storage,NO
4745,9,Consumer,Rochester,Minnesota,Central,Binders,NO
4746,9,Consumer,Rochester,Minnesota,Central,Binders,NO
4747,9,Corporate,San Francisco,California,West,Supplies,NO
4748,9,Corporate,San Francisco,California,West,Furnishings,NO
4749,51,Corporate,Seattle,Washington,West,Paper,NO
4750,40,Corporate,Spokane,Washington,West,Machines,YES
4751,49,Consumer,Franklin,Tennessee,South,Phones,YES
4752,47,Consumer,Jackson,Tennessee,South,Chairs,YES
4753,50,Consumer,Austin,Texas,Central,Accessories,YES
4755,5,Consumer,Pembroke Pines,Florida,South,Paper,YES
4758,45,Consumer,New York City,New York,East,Phones,NO
4759,45,Consumer,New York City,New York,East,Binders,YES
4760,45,Consumer,New York City,New York,East,Binders,YES
4761,52,Consumer,Columbus,Ohio,East,Labels,YES
4762,52,Consumer,Columbus,Ohio,East,Supplies,YES
4763,38,Consumer,Chula Vista,California,West,Envelopes,NO
4764,47,Consumer,San Francisco,California,West,Art,NO
4765,17,Home Office,New York City,New York,East,Art,NO
4766,11,Corporate,San Antonio,Texas,Central,Accessories,YES
4767,11,Corporate,San Antonio,Texas,Central,Phones,YES
4768,22,Consumer,Jacksonville,North Carolina,South,Paper,YES
4769,38,Home Office,San Francisco,California,West,Binders,YES
4770,38,Home Office,San Francisco,California,West,Supplies,NO
4771,44,Consumer,Avondale,Arizona,West,Phones,YES
4773,47,Consumer,Chicago,Illinois,Central,Labels,YES
4774,47,Consumer,Chicago,Illinois,Central,Phones,YES
4775,46,Home Office,Escondido,California,West,Art,NO
4776,7,Corporate,Long Beach,New York,East,Labels,NO
4777,7,Corporate,Long Beach,New York,East,Supplies,NO
4778,45,Consumer,Newark,Delaware,East,Appliances,NO
4779,28,Consumer,Buffalo,New York,East,Chairs,YES
4780,45,Consumer,Houston,Texas,Central,Chairs,YES
4782,45,Consumer,Houston,Texas,Central,Supplies,YES
4783,4,Consumer,Wichita,Kansas,Central,Paper,NO
4784,50,Consumer,Colorado Springs,Colorado,West,Art,YES
4786,50,Consumer,Colorado Springs,Colorado,West,Art,YES
4787,50,Consumer,Colorado Springs,Colorado,West,Accessories,YES
4788,50,Consumer,Colorado Springs,Colorado,West,Furnishings,YES
4789,50,Consumer,Colorado Springs,Colorado,West,Furnishings,YES
4790,50,Consumer,Colorado Springs,Colorado,West,Tables,YES
4791,50,Consumer,Colorado Springs,Colorado,West,Paper,YES
4792,50,Consumer,Colorado Springs,Colorado,West,Paper,YES
4793,27,Consumer,New York City,New York,East,Paper,NO
4794,12,Corporate,Los Angeles,California,West,Furnishings,NO
4795,33,Consumer,Marietta,Georgia,South,Binders,NO
4797,19,Corporate,Jacksonville,Florida,South,Paper,YES
4798,19,Corporate,Jacksonville,Florida,South,Furnishings,YES
4799,19,Corporate,Jacksonville,Florida,South,Phones,YES
4800,19,Corporate,Jacksonville,Florida,South,Art,YES
4803,28,Consumer,Philadelphia,Pennsylvania,East,Phones,YES
4804,28,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
4805,47,Consumer,Los Angeles,California,West,Paper,NO
4807,47,Consumer,Los Angeles,California,West,Storage,NO
4808,47,Corporate,Philadelphia,Pennsylvania,East,Envelopes,YES
4809,52,Consumer,Eau Claire,Wisconsin,Central,Paper,NO
4810,52,Consumer,Eau Claire,Wisconsin,Central,Phones,NO
4811,46,Consumer,Philadelphia,Pennsylvania,East,Chairs,YES
4812,46,Consumer,Philadelphia,Pennsylvania,East,Copiers,YES
4813,46,Consumer,Philadelphia,Pennsylvania,East,Furnishings,YES
4814,18,Consumer,Los Angeles,California,West,Paper,NO
4815,52,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
4816,52,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
4817,52,Consumer,Philadelphia,Pennsylvania,East,Appliances,YES
4818,52,Consumer,Philadelphia,Pennsylvania,East,Storage,YES
4819,23,Consumer,Norwich,Connecticut,East,Binders,NO
4821,15,Consumer,San Antonio,Texas,Central,Accessories,YES
4824,47,Consumer,Columbus,Ohio,East,Chairs,YES
4825,47,Consumer,Columbus,Ohio,East,Furnishings,YES
4826,45,Corporate,Los Angeles,California,West,Binders,YES
4827,44,Corporate,Richmond,Kentucky,South,Storage,NO
4828,44,Corporate,Richmond,Kentucky,South,Art,NO
4829,19,Consumer,New York City,New York,East,Binders,YES
4830,45,Consumer,Wausau,Wisconsin,Central,Appliances,NO
4831,45,Consumer,Wausau,Wisconsin,Central,Storage,NO
4832,45,Consumer,Wausau,Wisconsin,Central,Storage,NO
4833,45,Consumer,Wausau,Wisconsin,Central,Binders,NO
4834,40,Home Office,San Francisco,California,West,Binders,YES
4835,40,Home Office,San Francisco,California,West,Paper,NO
4836,40,Home Office,San Francisco,California,West,Binders,YES
4838,22,Consumer,Dublin,Ohio,East,Paper,YES
4839,22,Consumer,Dublin,Ohio,East,Phones,YES
4840,47,Home Office,Henderson,Kentucky,South,Furnishings,NO
4842,39,Consumer,Memphis,Tennessee,South,Storage,YES
4843,45,Consumer,Lakewood,New Jersey,East,Fasteners,NO
4844,14,Corporate,Los Angeles,California,West,Binders,YES
4845,30,Consumer,Rochester,New York,East,Binders,YES
4846,26,Corporate,Salem,Oregon,West,Phones,YES
4848,26,Corporate,Salem,Oregon,West,Art,YES
4849,37,Consumer,Pasco,Washington,West,Art,NO
4850,37,Consumer,Pasco,Washington,West,Chairs,YES
4851,37,Consumer,Pasco,Washington,West,Art,NO
4852,37,Consumer,Pasco,Washington,West,Storage,NO
4853,50,Consumer,Oakland,California,West,Furnishings,NO
4854,50,Consumer,Oakland,California,West,Storage,NO
4855,50,Consumer,Oakland,California,West,Furnishings,NO
4856,3,Consumer,Los Angeles,California,West,Binders,YES
4857,3,Consumer,Los Angeles,California,West,Furnishings,NO
4858,3,Consumer,Los Angeles,California,West,Furnishings,NO
4859,50,Corporate,Oak Park,Illinois,Central,Art,YES
4860,50,Corporate,Morristown,New Jersey,East,Binders,NO
4861,15,Home Office,Austin,Texas,Central,Phones,YES
